"parameter","estimate","se","rse","shrinkage","file"
"ETA5",0.354,NA,NA,NA,"NM_FNS01_268.lst"
"ETA6",0.285,NA,NA,NA,"NM_FNS01_268.lst"
"ETA1",0.0594,NA,NA,NA,"NM_FNS01_269.lst"
"ETA2",0.0958,NA,NA,NA,"NM_FNS01_269.lst"
"ETA3",0.177,NA,NA,NA,"NM_FNS01_269.lst"
"ETA4",0.4,NA,NA,NA,"NM_FNS01_269.lst"
"ETA5",0.51,NA,NA,NA,"NM_FNS01_269.lst"
"ETA1",0.413,NA,NA,NA,"NM_FNS01_289.lst"
"ETA2",0.219,NA,NA,NA,"NM_FNS01_289.lst"
"ETA3",0.0549,NA,NA,NA,"NM_FNS01_289.lst"
"ETA4",0.275,NA,NA,NA,"NM_FNS01_289.lst"
"ETA5",0.307,NA,NA,NA,"NM_FNS01_289.lst"
"ETA6",0.219,NA,NA,NA,"NM_FNS01_289.lst"
"ETA1",0.0203,NA,NA,NA,"NM_FNS01_291.lst"
"ETA2",0.0664,NA,NA,NA,"NM_FNS01_291.lst"
"ETA3",0.101,NA,NA,NA,"NM_FNS01_291.lst"
"ETA4",0.157,NA,NA,NA,"NM_FNS01_291.lst"
"ETA5",0.27,NA,NA,NA,"NM_FNS01_291.lst"
"ETA6",0.262,NA,NA,NA,"NM_FNS01_291.lst"
"ETA1",0.02,0.00442,22.1,NA,"NM_FNS01_292.lst"
"ETA2",0.0705,0.0159,22.5531914893617,NA,"NM_FNS01_292.lst"
"ETA3",0.105,0.0198,18.8571428571429,NA,"NM_FNS01_292.lst"
"ETA4",0.336,0.0717,21.3392857142857,NA,"NM_FNS01_292.lst"
"ETA5",0.265,0.0963,36.3396226415094,NA,"NM_FNS01_292.lst"
"ETA6",0.265,0.0611,23.0566037735849,NA,"NM_FNS01_292.lst"
"ETA1",0.02,0.00444,22.2,NA,"NM_FNS01_293.lst"
"ETA2",0.0701,0.0154,21.9686162624822,NA,"NM_FNS01_293.lst"
"ETA3",0.105,0.0207,19.7142857142857,NA,"NM_FNS01_293.lst"
"ETA4",0.338,0.0703,20.7988165680473,NA,"NM_FNS01_293.lst"
"ETA5",0.266,0.0991,37.2556390977444,NA,"NM_FNS01_293.lst"
"ETA6",0.265,0.07,26.4150943396226,NA,"NM_FNS01_293.lst"
"ETA1",0.148,NA,NA,NA,"NM_FNS01_295.lst"
"ETA2",0.0967,NA,NA,NA,"NM_FNS01_295.lst"
"ETA3",0.209,NA,NA,NA,"NM_FNS01_295.lst"
"ETA4",0.392,NA,NA,NA,"NM_FNS01_295.lst"
"ETA5",0.953,NA,NA,NA,"NM_FNS01_295.lst"
"ETA6",0.46,NA,NA,NA,"NM_FNS01_295.lst"
"ETA1",0.0285,0.0898,315.087719298246,NA,"NM_FNS01_296.lst"
"ETA2",0.103,0.104,100.970873786408,NA,"NM_FNS01_296.lst"
"ETA3",0.0836,0.0314,37.5598086124402,NA,"NM_FNS01_296.lst"
"ETA4",0.25,0.0494,19.76,NA,"NM_FNS01_296.lst"
"ETA5",0.0528,0.0728,137.878787878788,NA,"NM_FNS01_296.lst"
"ETA6",3e-05,0,0,NA,"NM_FNS01_296.lst"
"ETA1",0.182,NA,NA,NA,"NM_FNS01_297.lst"
"ETA2",0.101,NA,NA,NA,"NM_FNS01_297.lst"
"ETA3",0.391,NA,NA,NA,"NM_FNS01_297.lst"
"ETA4",0.562,NA,NA,NA,"NM_FNS01_297.lst"
"ETA5",0.963,NA,NA,NA,"NM_FNS01_297.lst"
"ETA6",0.414,NA,NA,NA,"NM_FNS01_297.lst"
"ETA1",0.0202,0.00456,22.5742574257426,NA,"NM_FNS01_298.lst"
"ETA2",0.0705,0.0159,22.5531914893617,NA,"NM_FNS01_298.lst"
"ETA3",0.104,0.0199,19.1346153846154,NA,"NM_FNS01_298.lst"
"ETA4",0.342,0.0686,20.0584795321637,NA,"NM_FNS01_298.lst"
"ETA5",0.266,0.0982,36.9172932330827,NA,"NM_FNS01_298.lst"
"ETA6",0.252,0.0571,22.6587301587302,NA,"NM_FNS01_298.lst"
"ETA1",0.0205,0.00462,22.5365853658537,NA,"NM_FNS01_299.lst"
"ETA2",0.0674,0.0165,24.4807121661721,NA,"NM_FNS01_299.lst"
"ETA3",0.0895,0.0178,19.8882681564246,NA,"NM_FNS01_299.lst"
"ETA4",0.314,0.0722,22.9936305732484,NA,"NM_FNS01_299.lst"
"ETA5",0.177,0.0771,43.5593220338983,NA,"NM_FNS01_299.lst"
"ETA6",0.32,0.164,51.25,NA,"NM_FNS01_299.lst"
"ETA1",0.0218,NA,NA,NA,"NM_FNS01_300.lst"
"ETA2",0.102,NA,NA,NA,"NM_FNS01_300.lst"
"ETA3",0.54,NA,NA,NA,"NM_FNS01_300.lst"
"ETA4",0.271,NA,NA,NA,"NM_FNS01_300.lst"
"ETA5",0.108,NA,NA,NA,"NM_FNS01_300.lst"
"ETA1",0.0205,0.0077,37.5609756097561,NA,"NM_FNS01_301.lst"
"ETA2",0.0671,0.0204,30.4023845007452,NA,"NM_FNS01_301.lst"
"ETA3",0.0895,0.0184,20.5586592178771,NA,"NM_FNS01_301.lst"
"ETA4",0.313,0.106,33.8658146964856,NA,"NM_FNS01_301.lst"
"ETA5",0.159,0.0822,51.6981132075472,NA,"NM_FNS01_301.lst"
"ETA6",0.361,0.482,133.518005540166,NA,"NM_FNS01_301.lst"
"ETA1",0.0203,0.00454,22.3645320197044,NA,"NM_FNS01_303.lst"
"ETA2",0.0717,0.0161,22.4546722454672,NA,"NM_FNS01_303.lst"
"ETA3",0.163,0.0329,20.1840490797546,NA,"NM_FNS01_303.lst"
"ETA4",0.333,0.0693,20.8108108108108,NA,"NM_FNS01_303.lst"
"ETA5",0.292,0.112,38.3561643835616,NA,"NM_FNS01_303.lst"
"ETA6",0.265,0.0569,21.4716981132075,NA,"NM_FNS01_303.lst"
"ETA1",0.0205,0.0122,59.5121951219512,NA,"NM_FNS01_305.lst"
"ETA2",0.0581,0.321,552.49569707401,NA,"NM_FNS01_305.lst"
"ETA3",0.155,0,0,NA,"NM_FNS01_305.lst"
"ETA4",0.144,0,0,NA,"NM_FNS01_305.lst"
"ETA5",0.301,1,332.225913621262,NA,"NM_FNS01_305.lst"
"ETA6",0.368,1,271.739130434783,NA,"NM_FNS01_305.lst"
"ETA1",0.0406,NA,NA,NA,"NM_FNS01_306.lst"
"ETA2",0.137,NA,NA,NA,"NM_FNS01_306.lst"
"ETA3",0.199,NA,NA,NA,"NM_FNS01_306.lst"
"ETA4",0.303,NA,NA,NA,"NM_FNS01_306.lst"
"ETA5",0.327,NA,NA,NA,"NM_FNS01_306.lst"
"ETA6",0.323,NA,NA,NA,"NM_FNS01_306.lst"
"ETA1",0.0352,NA,NA,NA,"NM_FNS01_307.lst"
"ETA2",0.0746,NA,NA,NA,"NM_FNS01_307.lst"
"ETA3",0.192,NA,NA,NA,"NM_FNS01_307.lst"
"ETA4",0.395,NA,NA,NA,"NM_FNS01_307.lst"
"ETA5",0.331,NA,NA,NA,"NM_FNS01_307.lst"
"ETA6",0.258,NA,NA,NA,"NM_FNS01_307.lst"
"ETA1",0.0536,NA,NA,NA,"NM_FNS01_309.lst"
"ETA2",0.213,NA,NA,NA,"NM_FNS01_309.lst"
"ETA3",0.18,NA,NA,NA,"NM_FNS01_309.lst"
"ETA4",0.317,NA,NA,NA,"NM_FNS01_309.lst"
"ETA5",0.322,NA,NA,NA,"NM_FNS01_309.lst"
"ETA6",3e-05,NA,NA,NA,"NM_FNS01_309.lst"
"ETA1",0.0203,0.0044,21.6748768472906,NA,"NM_FNS01_310.lst"
"ETA2",0.0704,0.0154,21.875,NA,"NM_FNS01_310.lst"
"ETA3",0.176,0.0337,19.1477272727273,NA,"NM_FNS01_310.lst"
"ETA4",0.33,0.0688,20.8484848484848,NA,"NM_FNS01_310.lst"
"ETA5",0.356,0.0882,24.7752808988764,NA,"NM_FNS01_310.lst"
"ETA6",0.266,0.0663,24.9248120300752,NA,"NM_FNS01_310.lst"
"ETA1",0.0324,NA,NA,NA,"NM_FNS01_311.lst"
"ETA2",0.0677,NA,NA,NA,"NM_FNS01_311.lst"
"ETA3",0.162,NA,NA,NA,"NM_FNS01_311.lst"
"ETA4",0.323,NA,NA,NA,"NM_FNS01_311.lst"
"ETA5",0.674,NA,NA,NA,"NM_FNS01_311.lst"
"ETA6",0.471,NA,NA,NA,"NM_FNS01_311.lst"
"ETA1",0.0204,0.00453,22.2058823529412,NA,"NM_FNS01_312.lst"
"ETA2",0.0715,0.0158,22.0979020979021,NA,"NM_FNS01_312.lst"
"ETA3",0.191,0.0368,19.2670157068063,NA,"NM_FNS01_312.lst"
"ETA4",0.339,0.0713,21.0324483775811,NA,"NM_FNS01_312.lst"
"ETA5",0.3,0.108,36,NA,"NM_FNS01_312.lst"
"ETA6",0.245,0.0554,22.6122448979592,NA,"NM_FNS01_312.lst"
"ETA1",0.0255,NA,NA,NA,"NM_FNS01_313.lst"
"ETA2",0.0919,NA,NA,NA,"NM_FNS01_313.lst"
"ETA3",0.153,NA,NA,NA,"NM_FNS01_313.lst"
"ETA4",0.281,NA,NA,NA,"NM_FNS01_313.lst"
"ETA5",0.316,NA,NA,NA,"NM_FNS01_313.lst"
"ETA6",0.464,NA,NA,NA,"NM_FNS01_313.lst"
"ETA1",0.0207,NA,NA,NA,"NM_FNS01_314.lst"
"ETA2",0.0894,NA,NA,NA,"NM_FNS01_314.lst"
"ETA3",0.247,NA,NA,NA,"NM_FNS01_314.lst"
"ETA4",0.47,NA,NA,NA,"NM_FNS01_314.lst"
"ETA5",0.461,NA,NA,NA,"NM_FNS01_314.lst"
"ETA1",0.0223,NA,NA,NA,"NM_FNS01_318.lst"
"ETA2",0.068,NA,NA,NA,"NM_FNS01_318.lst"
"ETA3",0.165,NA,NA,NA,"NM_FNS01_318.lst"
"ETA4",0.171,NA,NA,NA,"NM_FNS01_318.lst"
"ETA5",0.283,NA,NA,NA,"NM_FNS01_318.lst"
"ETA6",0.267,NA,NA,NA,"NM_FNS01_318.lst"
"ETA1",0.254,NA,NA,NA,"NM_FNS01_319.lst"
"ETA2",0.199,NA,NA,NA,"NM_FNS01_319.lst"
"ETA3",0.602,NA,NA,NA,"NM_FNS01_319.lst"
"ETA4",0.319,NA,NA,NA,"NM_FNS01_319.lst"
"ETA5",0.306,NA,NA,NA,"NM_FNS01_319.lst"
"ETA6",0.297,NA,NA,NA,"NM_FNS01_319.lst"
"ETA1",0.0203,0.00451,22.2167487684729,NA,"NM_FNS01_320.lst"
"ETA2",0.0722,0.0164,22.7146814404432,NA,"NM_FNS01_320.lst"
"ETA3",0.161,0.0339,21.055900621118,NA,"NM_FNS01_320.lst"
"ETA4",0.33,0.0699,21.1818181818182,NA,"NM_FNS01_320.lst"
"ETA5",0.291,0.123,42.2680412371134,NA,"NM_FNS01_320.lst"
"ETA6",0.264,0.0645,24.4318181818182,NA,"NM_FNS01_320.lst"
"ETA1",0.0207,NA,NA,NA,"NM_FNS01_321.lst"
"ETA2",0.0693,NA,NA,NA,"NM_FNS01_321.lst"
"ETA3",0.127,NA,NA,NA,"NM_FNS01_321.lst"
"ETA4",0.312,NA,NA,NA,"NM_FNS01_321.lst"
"ETA5",0.14,NA,NA,NA,"NM_FNS01_321.lst"
"ETA6",0.294,NA,NA,NA,"NM_FNS01_321.lst"
"ETA1",0.0285,NA,NA,NA,"NM_FNS01_322.lst"
"ETA2",0.0786,NA,NA,NA,"NM_FNS01_322.lst"
"ETA3",0.198,NA,NA,NA,"NM_FNS01_322.lst"
"ETA4",0.342,NA,NA,NA,"NM_FNS01_322.lst"
"ETA5",0.603,NA,NA,NA,"NM_FNS01_322.lst"
"ETA6",0.351,NA,NA,NA,"NM_FNS01_322.lst"
"ETA1",0.0281,NA,NA,NA,"NM_FNS01_323.lst"
"ETA2",0.0725,NA,NA,NA,"NM_FNS01_323.lst"
"ETA3",0.152,NA,NA,NA,"NM_FNS01_323.lst"
"ETA4",0.352,NA,NA,NA,"NM_FNS01_323.lst"
"ETA5",0.391,NA,NA,NA,"NM_FNS01_323.lst"
"ETA6",0.317,NA,NA,NA,"NM_FNS01_323.lst"
"ETA1",0.0204,0.00458,22.4509803921569,NA,"NM_FNS01_324.lst"
"ETA2",0.072,0.0168,23.3333333333333,NA,"NM_FNS01_324.lst"
"ETA3",0.169,0.0369,21.8343195266272,NA,"NM_FNS01_324.lst"
"ETA4",0.332,0.0717,21.5963855421687,NA,"NM_FNS01_324.lst"
"ETA5",0.282,0.102,36.1702127659574,NA,"NM_FNS01_324.lst"
"ETA6",0.395,0.094,23.7974683544304,NA,"NM_FNS01_324.lst"
"ETA1",0.0203,0.00451,22.2167487684729,NA,"NM_FNS01_325.lst"
"ETA2",0.0723,0.0159,21.9917012448133,NA,"NM_FNS01_325.lst"
"ETA3",0.162,0.0339,20.9259259259259,NA,"NM_FNS01_325.lst"
"ETA4",0.334,0.0695,20.8083832335329,NA,"NM_FNS01_325.lst"
"ETA5",0.29,0.112,38.6206896551724,NA,"NM_FNS01_325.lst"
"ETA6",0.251,0.0573,22.8286852589641,NA,"NM_FNS01_325.lst"
"ETA1",0.054,NA,NA,NA,"NM_FNS01_326.lst"
"ETA2",0.0756,NA,NA,NA,"NM_FNS01_326.lst"
"ETA3",0.178,NA,NA,NA,"NM_FNS01_326.lst"
"ETA4",0.359,NA,NA,NA,"NM_FNS01_326.lst"
"ETA5",0.407,NA,NA,NA,"NM_FNS01_326.lst"
"ETA6",0.282,NA,NA,NA,"NM_FNS01_326.lst"
"ETA1",0.0206,0.0129,62.621359223301,NA,"NM_FNS01_327.lst"
"ETA2",0.076,0.511,672.368421052632,NA,"NM_FNS01_327.lst"
"ETA3",0.126,0.679,538.888888888889,NA,"NM_FNS01_327.lst"
"ETA4",0.28,0,0,NA,"NM_FNS01_327.lst"
"ETA5",0.106,0.392,369.811320754717,NA,"NM_FNS01_327.lst"
"ETA1",0.0308,NA,NA,NA,"NM_FNS01_342.lst"
"ETA2",0.0712,NA,NA,NA,"NM_FNS01_342.lst"
"ETA3",0.135,NA,NA,NA,"NM_FNS01_342.lst"
"ETA4",0.415,NA,NA,NA,"NM_FNS01_342.lst"
"ETA5",0.172,NA,NA,NA,"NM_FNS01_342.lst"
"ETA6",0.352,NA,NA,NA,"NM_FNS01_342.lst"
"ETA1",0.0203,0.00466,22.9556650246305,NA,"NM_FNS01_343.lst"
"ETA2",0.0605,0.0154,25.4545454545455,NA,"NM_FNS01_343.lst"
"ETA3",0.127,0.0309,24.3307086614173,NA,"NM_FNS01_343.lst"
"ETA4",0.14,0.0336,24,NA,"NM_FNS01_343.lst"
"ETA5",0.314,0.14,44.5859872611465,NA,"NM_FNS01_343.lst"
"ETA6",0.424,0.327,77.122641509434,NA,"NM_FNS01_343.lst"
"ETA1",0.02,NA,NA,NA,"NM_FNS01_344.lst"
"ETA2",0.148,NA,NA,NA,"NM_FNS01_344.lst"
"ETA3",0.158,NA,NA,NA,"NM_FNS01_344.lst"
"ETA4",0.393,NA,NA,NA,"NM_FNS01_344.lst"
"ETA5",3e-05,NA,NA,NA,"NM_FNS01_344.lst"
"ETA6",0.291,NA,NA,NA,"NM_FNS01_344.lst"
"ETA1",0.173,NA,NA,NA,"NM_FNS01_345.lst"
"ETA2",0.355,NA,NA,NA,"NM_FNS01_345.lst"
"ETA3",0.222,NA,NA,NA,"NM_FNS01_345.lst"
"ETA4",0.351,NA,NA,NA,"NM_FNS01_345.lst"
"ETA5",0,NA,NA,NA,"NM_FNS01_345.lst"
"ETA6",0.327,NA,NA,NA,"NM_FNS01_345.lst"
"ETA1",0.32,NA,NA,NA,"NM_FNS01_347.lst"
"ETA2",0.0944,NA,NA,NA,"NM_FNS01_347.lst"
"ETA3",0.296,NA,NA,NA,"NM_FNS01_347.lst"
"ETA4",0,NA,NA,NA,"NM_FNS01_347.lst"
"ETA5",0.747,NA,NA,NA,"NM_FNS01_347.lst"
"ETA6",0.438,NA,NA,NA,"NM_FNS01_347.lst"
"ETA1",0.0203,NA,NA,NA,"NM_FNS01_348.lst"
"ETA2",0.0683,NA,NA,NA,"NM_FNS01_348.lst"
"ETA3",0.167,NA,NA,NA,"NM_FNS01_348.lst"
"ETA4",0.171,NA,NA,NA,"NM_FNS01_348.lst"
"ETA5",0.281,NA,NA,NA,"NM_FNS01_348.lst"
"ETA6",0.258,NA,NA,NA,"NM_FNS01_348.lst"
"ETA1",0.0415,NA,NA,NA,"NM_FNS01_349.lst"
"ETA2",0.0707,NA,NA,NA,"NM_FNS01_349.lst"
"ETA3",0.135,NA,NA,NA,"NM_FNS01_349.lst"
"ETA4",0.308,NA,NA,NA,"NM_FNS01_349.lst"
"ETA5",0.206,NA,NA,NA,"NM_FNS01_349.lst"
"ETA6",0.405,NA,NA,NA,"NM_FNS01_349.lst"
"ETA1",0.0205,NA,NA,NA,"NM_FNS01_350.lst"
"ETA2",0.0987,NA,NA,NA,"NM_FNS01_350.lst"
"ETA3",0.13,NA,NA,NA,"NM_FNS01_350.lst"
"ETA4",0.181,NA,NA,NA,"NM_FNS01_350.lst"
"ETA5",0.388,NA,NA,NA,"NM_FNS01_350.lst"
"ETA1",0.0203,0.00453,22.3152709359606,NA,"NM_FNS01_353.lst"
"ETA2",0.0725,0.016,22.0689655172414,NA,"NM_FNS01_353.lst"
"ETA3",0.164,0.0351,21.4024390243902,NA,"NM_FNS01_353.lst"
"ETA4",0.328,0.0701,21.3719512195122,NA,"NM_FNS01_353.lst"
"ETA5",0.292,0.108,36.986301369863,NA,"NM_FNS01_353.lst"
"ETA6",0.265,0.0604,22.7924528301887,NA,"NM_FNS01_353.lst"
"ETA1",0.0245,NA,NA,NA,"NM_FNS01_354.lst"
"ETA2",0.0716,NA,NA,NA,"NM_FNS01_354.lst"
"ETA3",0.131,NA,NA,NA,"NM_FNS01_354.lst"
"ETA4",0.302,NA,NA,NA,"NM_FNS01_354.lst"
"ETA5",0.151,NA,NA,NA,"NM_FNS01_354.lst"
"ETA6",0.386,NA,NA,NA,"NM_FNS01_354.lst"
"ETA1",0.0203,0.00453,22.3152709359606,NA,"NM_FNS01_355.lst"
"ETA2",0.0726,0.016,22.038567493113,NA,"NM_FNS01_355.lst"
"ETA3",0.163,0.0344,21.1042944785276,NA,"NM_FNS01_355.lst"
"ETA4",0.328,0.0704,21.4634146341463,NA,"NM_FNS01_355.lst"
"ETA5",0.292,0.109,37.3287671232877,NA,"NM_FNS01_355.lst"
"ETA6",0.266,0.0667,25.0751879699248,NA,"NM_FNS01_355.lst"
"ETA1",0.0202,NA,NA,NA,"NM_FNS01_356.lst"
"ETA2",0.0717,NA,NA,NA,"NM_FNS01_356.lst"
"ETA3",0.155,NA,NA,NA,"NM_FNS01_356.lst"
"ETA4",0.319,NA,NA,NA,"NM_FNS01_356.lst"
"ETA5",0.357,NA,NA,NA,"NM_FNS01_356.lst"
"ETA6",0.275,NA,NA,NA,"NM_FNS01_356.lst"
"ETA1",0.0209,NA,NA,NA,"NM_FNS01_357.lst"
"ETA2",0.0667,NA,NA,NA,"NM_FNS01_357.lst"
"ETA3",0.135,NA,NA,NA,"NM_FNS01_357.lst"
"ETA4",0.306,NA,NA,NA,"NM_FNS01_357.lst"
"ETA5",0.663,NA,NA,NA,"NM_FNS01_357.lst"
"ETA6",0.464,NA,NA,NA,"NM_FNS01_357.lst"
"ETA1",0.0203,0.00449,22.1182266009852,NA,"NM_FNS01_358.lst"
"ETA2",0.073,0.0165,22.6027397260274,NA,"NM_FNS01_358.lst"
"ETA3",0.165,0.0347,21.030303030303,NA,"NM_FNS01_358.lst"
"ETA4",0.329,0.0706,21.4589665653495,NA,"NM_FNS01_358.lst"
"ETA5",0.292,0.108,36.986301369863,NA,"NM_FNS01_358.lst"
"ETA6",0.251,0.0551,21.9521912350598,NA,"NM_FNS01_358.lst"
"ETA1",0.133,NA,NA,NA,"NM_FNS01_359.lst"
"ETA2",0.242,NA,NA,NA,"NM_FNS01_359.lst"
"ETA3",0.156,NA,NA,NA,"NM_FNS01_359.lst"
"ETA4",0.395,NA,NA,NA,"NM_FNS01_359.lst"
"ETA5",0.35,NA,NA,NA,"NM_FNS01_359.lst"
"ETA6",0.304,NA,NA,NA,"NM_FNS01_359.lst"
"ETA1",0.0221,NA,NA,NA,"NM_FNS01_360.lst"
"ETA2",0.105,NA,NA,NA,"NM_FNS01_360.lst"
"ETA3",0.125,NA,NA,NA,"NM_FNS01_360.lst"
"ETA4",0.237,NA,NA,NA,"NM_FNS01_360.lst"
"ETA5",0.369,NA,NA,NA,"NM_FNS01_360.lst"
"ETA1",0.0207,0.00484,23.3816425120773,NA,"NM_FNS01_361.lst"
"ETA2",0.0696,0.0157,22.5574712643678,NA,"NM_FNS01_361.lst"
"ETA3",0.129,0.0303,23.4883720930233,NA,"NM_FNS01_361.lst"
"ETA4",0.296,0.0629,21.25,NA,"NM_FNS01_361.lst"
"ETA5",0.162,0.0733,45.2469135802469,NA,"NM_FNS01_361.lst"
"ETA6",0.354,0.16,45.1977401129944,NA,"NM_FNS01_361.lst"
"ETA1",0.0421,NA,NA,NA,"NM_FNS01_363.lst"
"ETA2",0.0707,NA,NA,NA,"NM_FNS01_363.lst"
"ETA3",0.133,NA,NA,NA,"NM_FNS01_363.lst"
"ETA4",0.311,NA,NA,NA,"NM_FNS01_363.lst"
"ETA5",0.13,NA,NA,NA,"NM_FNS01_363.lst"
"ETA6",0.453,NA,NA,NA,"NM_FNS01_363.lst"
"ETA1",0.0203,NA,NA,NA,"NM_FNS01_364.lst"
"ETA2",0.0723,NA,NA,NA,"NM_FNS01_364.lst"
"ETA3",0.164,NA,NA,NA,"NM_FNS01_364.lst"
"ETA4",0.33,NA,NA,NA,"NM_FNS01_364.lst"
"ETA5",0.293,NA,NA,NA,"NM_FNS01_364.lst"
"ETA6",0.266,NA,NA,NA,"NM_FNS01_364.lst"
"ETA1",0.0202,0.00441,21.8316831683168,NA,"NM_FNS01_365.lst"
"ETA2",0.0713,0.0158,22.1598877980365,NA,"NM_FNS01_365.lst"
"ETA3",0.156,0.034,21.7948717948718,NA,"NM_FNS01_365.lst"
"ETA4",0.323,0.0691,21.3931888544892,NA,"NM_FNS01_365.lst"
"ETA5",0.357,0.0948,26.5546218487395,NA,"NM_FNS01_365.lst"
"ETA6",0.27,0.058,21.4814814814815,NA,"NM_FNS01_365.lst"
"ETA1",0.0209,NA,NA,NA,"NM_FNS01_366.lst"
"ETA2",0.0659,NA,NA,NA,"NM_FNS01_366.lst"
"ETA3",0.137,NA,NA,NA,"NM_FNS01_366.lst"
"ETA4",0.309,NA,NA,NA,"NM_FNS01_366.lst"
"ETA5",0.648,NA,NA,NA,"NM_FNS01_366.lst"
"ETA6",0.485,NA,NA,NA,"NM_FNS01_366.lst"
"ETA1",0.0219,NA,NA,NA,"NM_FNS01_367.lst"
"ETA2",0.0762,NA,NA,NA,"NM_FNS01_367.lst"
"ETA3",0.137,NA,NA,NA,"NM_FNS01_367.lst"
"ETA4",0.36,NA,NA,NA,"NM_FNS01_367.lst"
"ETA5",0.481,NA,NA,NA,"NM_FNS01_367.lst"
"ETA6",0.309,NA,NA,NA,"NM_FNS01_367.lst"
"ETA1",0.0356,NA,NA,NA,"NM_FNS01_368.lst"
"ETA2",0.0651,NA,NA,NA,"NM_FNS01_368.lst"
"ETA3",0.133,NA,NA,NA,"NM_FNS01_368.lst"
"ETA4",0.318,NA,NA,NA,"NM_FNS01_368.lst"
"ETA5",0.31,NA,NA,NA,"NM_FNS01_368.lst"
"ETA6",0.431,NA,NA,NA,"NM_FNS01_368.lst"
"ETA1",0.103,NA,NA,NA,"NM_FNS01_369.lst"
"ETA2",0.121,NA,NA,NA,"NM_FNS01_369.lst"
"ETA3",0.156,NA,NA,NA,"NM_FNS01_369.lst"
"ETA4",0.32,NA,NA,NA,"NM_FNS01_369.lst"
"ETA5",0.539,NA,NA,NA,"NM_FNS01_369.lst"
"ETA1",0.0208,0.00522,25.0961538461538,NA,"NM_FNS01_370.lst"
"ETA2",0.069,0.0184,26.6666666666667,NA,"NM_FNS01_370.lst"
"ETA3",0.13,0.0319,24.5384615384615,NA,"NM_FNS01_370.lst"
"ETA4",0.302,0.0891,29.5033112582781,NA,"NM_FNS01_370.lst"
"ETA5",0.162,0.077,47.5308641975309,NA,"NM_FNS01_370.lst"
"ETA6",0.354,0.0444,12.5423728813559,NA,"NM_FNS01_370.lst"
"ETA1",0.025,NA,NA,NA,"NM_FNS01_372.lst"
"ETA2",0.0702,NA,NA,NA,"NM_FNS01_372.lst"
"ETA3",0.134,NA,NA,NA,"NM_FNS01_372.lst"
"ETA4",0.315,NA,NA,NA,"NM_FNS01_372.lst"
"ETA5",0.275,NA,NA,NA,"NM_FNS01_372.lst"
"ETA6",0.405,NA,NA,NA,"NM_FNS01_372.lst"
"ETA1",0.292,NA,NA,NA,"NM_FNS01_374.lst"
"ETA2",0.171,NA,NA,NA,"NM_FNS01_374.lst"
"ETA3",0.201,NA,NA,NA,"NM_FNS01_374.lst"
"ETA4",0.529,NA,NA,NA,"NM_FNS01_374.lst"
"ETA5",0.403,NA,NA,NA,"NM_FNS01_374.lst"
"ETA6",0.378,NA,NA,NA,"NM_FNS01_374.lst"
"ETA1",0.023,NA,NA,NA,"NM_FNS01_375.lst"
"ETA2",0.0687,NA,NA,NA,"NM_FNS01_375.lst"
"ETA3",0.13,NA,NA,NA,"NM_FNS01_375.lst"
"ETA4",0.318,NA,NA,NA,"NM_FNS01_375.lst"
"ETA5",0.116,NA,NA,NA,"NM_FNS01_375.lst"
"ETA6",0.406,NA,NA,NA,"NM_FNS01_375.lst"
"ETA1",0.0225,NA,NA,NA,"NM_FNS01_376.lst"
"ETA2",0.0633,NA,NA,NA,"NM_FNS01_376.lst"
"ETA3",0.131,NA,NA,NA,"NM_FNS01_376.lst"
"ETA4",0.325,NA,NA,NA,"NM_FNS01_376.lst"
"ETA5",0.624,NA,NA,NA,"NM_FNS01_376.lst"
"ETA6",0.375,NA,NA,NA,"NM_FNS01_376.lst"
"ETA1",0.0218,NA,NA,NA,"NM_FNS01_378.lst"
"ETA2",0.0681,NA,NA,NA,"NM_FNS01_378.lst"
"ETA3",0.132,NA,NA,NA,"NM_FNS01_378.lst"
"ETA4",0.313,NA,NA,NA,"NM_FNS01_378.lst"
"ETA5",0.202,NA,NA,NA,"NM_FNS01_378.lst"
"ETA6",0,NA,NA,NA,"NM_FNS01_378.lst"
"ETA1",0.0549,NA,NA,NA,"NM_FNS01_380.lst"
"ETA2",0.0782,NA,NA,NA,"NM_FNS01_380.lst"
"ETA3",0.167,NA,NA,NA,"NM_FNS01_380.lst"
"ETA4",0.367,NA,NA,NA,"NM_FNS01_380.lst"
"ETA5",0.364,NA,NA,NA,"NM_FNS01_380.lst"
"ETA6",0.278,NA,NA,NA,"NM_FNS01_380.lst"
"ETA1",0.0215,NA,NA,NA,"NM_FNS01_381.lst"
"ETA2",0.0692,NA,NA,NA,"NM_FNS01_381.lst"
"ETA3",0.138,NA,NA,NA,"NM_FNS01_381.lst"
"ETA4",0.311,NA,NA,NA,"NM_FNS01_381.lst"
"ETA5",0.619,NA,NA,NA,"NM_FNS01_381.lst"
"ETA6",0.49,NA,NA,NA,"NM_FNS01_381.lst"
"ETA1",0.0203,0.00451,22.2167487684729,NA,"NM_FNS01_382.lst"
"ETA2",0.0729,0.0162,22.2222222222222,NA,"NM_FNS01_382.lst"
"ETA3",0.165,0.0349,21.1515151515152,NA,"NM_FNS01_382.lst"
"ETA4",0.335,0.0673,20.089552238806,NA,"NM_FNS01_382.lst"
"ETA5",0.294,0.105,35.7142857142857,NA,"NM_FNS01_382.lst"
