"parameter","estimate","se","rse","shrinkage","file"
"ETA1",0.0518,0.0386,74.5173745173745,NA,"NM_0_0167.lst"
"ETA2",1,1,100,NA,"NM_0_0167.lst"
"ETA1",0.0494,0.0363,73.4817813765182,NA,"NM_0_0168.lst"
"ETA2",1,1,100,NA,"NM_0_0168.lst"
"ETA1",0.164,0.322,196.341463414634,NA,"NM_0_0175.lst"
"ETA2",0.18,0.176,97.7777777777778,NA,"NM_0_0175.lst"
"ETA1",0.703,0,0,NA,"NM_0_0176.lst"
"ETA2",0.111,0.104,93.6936936936937,NA,"NM_0_0176.lst"
"ETA1",0.43,0,0,NA,"NM_0_0177.lst"
"ETA2",0.121,0.164,135.537190082645,NA,"NM_0_0177.lst"
"ETA1",0.312,0.178,57.0512820512821,NA,"NM_0_0184.lst"
"ETA2",0.797,0.565,70.8908406524467,NA,"NM_0_0184.lst"
"ETA1",0.315,0.179,56.8253968253968,NA,"NM_0_0185.lst"
"ETA2",0.383,0.303,79.11227154047,NA,"NM_0_0185.lst"
"ETA1",0.314,0.179,57.0063694267516,NA,"NM_0_0186.lst"
"ETA2",0.479,0.382,79.749478079332,NA,"NM_0_0186.lst"
"ETA1",0,0.524,Inf,NA,"NM_0_019.lst"
"ETA2",0.109,0.0517,47.4311926605505,NA,"NM_0_019.lst"
"ETA1",0.0315,0.0149,47.3015873015873,NA,"NM_0_019_1052.lst"
"ETA1",0.0341,0.0171,50.1466275659824,NA,"NM_0_019_1213.lst"
"ETA1",0.025,0.0123,49.2,NA,"NM_0_019_134.lst"
"ETA1",0.0314,0.015,47.7707006369427,NA,"NM_0_019_1374.lst"
"ETA1",0.0358,0.017,47.4860335195531,NA,"NM_0_019_1535.lst"
"ETA1",0.0399,0.0219,54.8872180451128,NA,"NM_0_019_1696.lst"
"ETA1",0.0325,0.0243,74.7692307692308,NA,"NM_0_019_1857.lst"
"ETA1",0.0165,0.0127,76.969696969697,NA,"NM_0_019_2018.lst"
"ETA1",0.0153,0.0119,77.7777777777778,NA,"NM_0_019_2179.lst"
"ETA1",0.0166,0.0126,75.9036144578313,NA,"NM_0_019_2340.lst"
"ETA1",0.0222,0.0112,50.4504504504504,NA,"NM_0_019_247.lst"
"ETA1",0.0272,0.0169,62.1323529411765,NA,"NM_0_019_2501.lst"
"ETA1",0.0419,0.0284,67.7804295942721,NA,"NM_0_019_2662.lst"
"ETA1",0.016,0.0127,79.375,NA,"NM_0_019_2823.lst"
"ETA1",0.0347,0.0218,62.8242074927954,NA,"NM_0_019_2984.lst"
"ETA1",0.0341,0.0175,51.3196480938416,NA,"NM_0_019_3145.lst"
"ETA1",0.0347,0.0218,62.8242074927954,NA,"NM_0_019_3306.lst"
"ETA1",0.0351,0.0168,47.8632478632479,NA,"NM_0_019_3467.lst"
"ETA1",0.031,0.251,809.677419354839,NA,"NM_0_019_3628.lst"
"ETA1",0.0321,0.0167,52.0249221183801,NA,"NM_0_019_3789.lst"
"ETA1",0.0229,0.00967,42.2270742358079,NA,"NM_0_019_3950.lst"
"ETA1",0.0248,0.0123,49.5967741935484,NA,"NM_0_019_408.lst"
"ETA1",0.0217,0.00891,41.0599078341014,NA,"NM_0_019_4111.lst"
"ETA1",0.0231,0.00962,41.6450216450216,NA,"NM_0_019_4272.lst"
"ETA1",0.0273,0.0133,48.7179487179487,NA,"NM_0_019_4433.lst"
"ETA1",0.0331,0.0162,48.9425981873112,NA,"NM_0_019_4594.lst"
"ETA1",0.023,0.00935,40.6521739130435,NA,"NM_0_019_4755.lst"
"ETA1",0.02,0.0105,52.5,NA,"NM_0_019_569.lst"
"ETA1",0.0196,0.0103,52.5510204081633,NA,"NM_0_019_730.lst"
"ETA1",0.0232,0.012,51.7241379310345,NA,"NM_0_019_891.lst"
"ETA1",0.473,0.326,68.9217758985201,NA,"NM_0_0193.lst"
"ETA2",0.329,0.301,91.4893617021277,NA,"NM_0_0193.lst"
"ETA1",0.473,0.326,68.9217758985201,NA,"NM_0_0194.lst"
"ETA2",0.198,0.173,87.3737373737374,NA,"NM_0_0194.lst"
"ETA1",0.473,0.325,68.7103594080338,NA,"NM_0_0195.lst"
"ETA2",0.226,0.202,89.3805309734513,NA,"NM_0_0195.lst"
"ETA1",0.0533,0.0177,33.2082551594747,NA,"NM_0_020.lst"
"ETA2",0.773,0.39,50.4527813712807,NA,"NM_0_020.lst"
"ETA3",0.123,0.0574,46.6666666666667,NA,"NM_0_020.lst"
"ETA1",0.0315,0.0144,45.7142857142857,NA,"NM_0_020_1053.lst"
"ETA1",0.034,0.0162,47.6470588235294,NA,"NM_0_020_1214.lst"
"ETA1",0.024,0.0113,47.0833333333333,NA,"NM_0_020_135.lst"
"ETA1",0.0313,0.0144,46.0063897763578,NA,"NM_0_020_1375.lst"
"ETA1",0.0358,0.0172,48.0446927374302,NA,"NM_0_020_1536.lst"
"ETA1",0.0399,0.0225,56.390977443609,NA,"NM_0_020_1697.lst"
"ETA1",0.0342,0.0165,48.2456140350877,NA,"NM_0_020_1858.lst"
"ETA1",0.0165,0.0128,77.5757575757576,NA,"NM_0_020_2019.lst"
"ETA1",0.0151,0.012,79.4701986754967,NA,"NM_0_020_2180.lst"
"ETA1",0.0166,0.0128,77.1084337349398,NA,"NM_0_020_2341.lst"
"ETA1",0.0217,0.0107,49.3087557603687,NA,"NM_0_020_248.lst"
"ETA1",0.0271,0.0167,61.6236162361624,NA,"NM_0_020_2502.lst"
"ETA1",0.0418,0.0283,67.7033492822967,NA,"NM_0_020_2663.lst"
"ETA1",0.016,0.0128,80,NA,"NM_0_020_2824.lst"
"ETA1",0.0348,0.0223,64.0804597701149,NA,"NM_0_020_2985.lst"
"ETA1",0.0342,0.0178,52.046783625731,NA,"NM_0_020_3146.lst"
"ETA1",0.0348,0.0223,64.0804597701149,NA,"NM_0_020_3307.lst"
"ETA1",0.0351,0.0175,49.8575498575499,NA,"NM_0_020_3468.lst"
"ETA1",0.0309,0.0147,47.5728155339806,NA,"NM_0_020_3629.lst"
"ETA1",0.0323,0.0172,53.250773993808,NA,"NM_0_020_3790.lst"
"ETA1",0.0223,0.0101,45.2914798206278,NA,"NM_0_020_3951.lst"
"ETA1",0.0238,0.0113,47.4789915966387,NA,"NM_0_020_409.lst"
"ETA1",0.0209,0.0094,44.9760765550239,NA,"NM_0_020_4112.lst"
"ETA1",0.0223,0.00943,42.2869955156951,NA,"NM_0_020_4273.lst"
"ETA1",0.0264,0.0136,51.5151515151515,NA,"NM_0_020_4434.lst"
"ETA1",0.033,0.0163,49.3939393939394,NA,"NM_0_020_4595.lst"
"ETA1",0.0223,0.00986,44.2152466367713,NA,"NM_0_020_4756.lst"
"ETA1",0.0193,0.00995,51.5544041450777,NA,"NM_0_020_570.lst"
"ETA1",0.0191,0.0098,51.3089005235602,NA,"NM_0_020_731.lst"
"ETA1",0.0233,0.0115,49.3562231759657,NA,"NM_0_020_892.lst"
"ETA1",3e-05,0,0,NA,"NM_0_0202.lst"
"ETA2",0.312,0.18,57.6923076923077,NA,"NM_0_0202.lst"
"ETA3",0.797,0,0,NA,"NM_0_0202.lst"
"ETA1",0.0692,0.0352,50.8670520231214,NA,"NM_0_0203.lst"
"ETA2",0.33,0.168,50.9090909090909,NA,"NM_0_0203.lst"
"ETA3",0,0,NA,NA,"NM_0_0203.lst"
"ETA1",3e-05,0,0,NA,"NM_0_0204.lst"
"ETA2",0.314,0.179,57.0063694267516,NA,"NM_0_0204.lst"
"ETA3",0.479,0.41,85.5949895615866,NA,"NM_0_0204.lst"
"ETA1",0.106,0.0458,43.2075471698113,NA,"NM_0_0211.lst"
"ETA2",0.452,0.26,57.5221238938053,NA,"NM_0_0211.lst"
"ETA3",0,0,NA,NA,"NM_0_0211.lst"
"ETA1",0.113,0.071,62.8318584070796,NA,"NM_0_0212.lst"
"ETA2",0.45,0.276,61.3333333333333,NA,"NM_0_0212.lst"
"ETA3",0,0,NA,NA,"NM_0_0212.lst"
"ETA1",0.107,0.0588,54.9532710280374,NA,"NM_0_0213.lst"
"ETA2",0.452,0.275,60.8407079646018,NA,"NM_0_0213.lst"
"ETA3",0,0,NA,NA,"NM_0_0213.lst"
"ETA1",0.0258,0.00998,38.6821705426357,NA,"NM_0_025.lst"
"ETA1",0.0648,0.0346,53.3950617283951,NA,"NM_0_025_1054.lst"
"ETA1",0.066,0.0319,48.3333333333333,NA,"NM_0_025_1215.lst"
"ETA1",0.0647,0.0347,53.6321483771252,NA,"NM_0_025_1376.lst"
"ETA1",0.0709,0.0333,46.9675599435825,NA,"NM_0_025_1537.lst"
"ETA1",0.0801,0.0461,57.5530586766542,NA,"NM_0_025_1698.lst"
"ETA1",0.0646,0.0321,49.6904024767802,NA,"NM_0_025_1859.lst"
"ETA1",0.0177,0.0145,81.9209039548023,NA,"NM_0_025_2020.lst"
"ETA1",0.0158,0.0116,73.4177215189873,NA,"NM_0_025_2181.lst"
"ETA1",0.0182,0.0162,89.010989010989,NA,"NM_0_025_2342.lst"
"ETA1",0.0185,0.00868,46.9189189189189,NA,"NM_0_025_249.lst"
"ETA1",0.0208,0.0152,73.0769230769231,NA,"NM_0_025_2503.lst"
"ETA1",0.0182,0.101,554.945054945055,NA,"NM_0_025_2664.lst"
"ETA1",0.0157,0.0112,71.3375796178344,NA,"NM_0_025_2825.lst"
"ETA1",0.0762,0.0419,54.98687664042,NA,"NM_0_025_2986.lst"
"ETA1",0.0632,0.052,82.2784810126582,NA,"NM_0_025_3147.lst"
"ETA1",0.0762,0.0419,54.98687664042,NA,"NM_0_025_3308.lst"
"ETA1",0.0645,0.0554,85.8914728682171,NA,"NM_0_025_3469.lst"
"ETA1",0.0567,0.0302,53.2627865961199,NA,"NM_0_025_3630.lst"
"ETA1",0.0573,0.0461,80.4537521815009,NA,"NM_0_025_3791.lst"
"ETA1",0.0566,0.0224,39.5759717314488,NA,"NM_0_025_3952.lst"
"ETA1",0.025,0.0097,38.8,NA,"NM_0_025_410.lst"
"ETA1",0.0569,0.0237,41.6520210896309,NA,"NM_0_025_4113.lst"
"ETA1",0.0567,0.0224,39.5061728395062,NA,"NM_0_025_4274.lst"
"ETA1",0.0688,0.0306,44.4767441860465,NA,"NM_0_025_4435.lst"
"ETA1",0.074,0.0323,43.6486486486487,NA,"NM_0_025_4596.lst"
"ETA1",0.0574,0.0231,40.2439024390244,NA,"NM_0_025_4757.lst"
"ETA1",0.0201,0.00915,45.5223880597015,NA,"NM_0_025_571.lst"
"ETA1",0.02,0.0105,52.5,NA,"NM_0_025_732.lst"
"ETA1",0.0193,0.0088,45.5958549222798,NA,"NM_0_025_893.lst"
"ETA1",0.0243,0.0145,59.6707818930041,NA,"NM_0_026.lst"
"ETA1",0.0676,0.0329,48.6686390532544,NA,"NM_0_026_1055.lst"
"ETA1",0.0675,0.0326,48.2962962962963,NA,"NM_0_026_1216.lst"
"ETA1",0.0674,0.0328,48.6646884272997,NA,"NM_0_026_1377.lst"
"ETA1",0.0736,0.0354,48.0978260869565,NA,"NM_0_026_1538.lst"
"ETA1",0.0898,0.0472,52.5612472160356,NA,"NM_0_026_1699.lst"
"ETA1",0.0669,0.0331,49.4768310911809,NA,"NM_0_026_1860.lst"
"ETA1",0.0177,0.0144,81.3559322033898,NA,"NM_0_026_2021.lst"
"ETA1",0.0158,0.0118,74.6835443037975,NA,"NM_0_026_2182.lst"
"ETA1",0.0181,0.0163,90.0552486187845,NA,"NM_0_026_2343.lst"
"ETA1",0.0176,0.0117,66.4772727272727,NA,"NM_0_026_250.lst"
"ETA1",0.0247,0.0311,125.910931174089,NA,"NM_0_026_2504.lst"
"ETA1",0.0118,0.12,1016.94915254237,NA,"NM_0_026_2665.lst"
"ETA1",0.0155,0.0112,72.258064516129,NA,"NM_0_026_2826.lst"
"ETA1",0.0783,0.0423,54.0229885057471,NA,"NM_0_026_2987.lst"
"ETA1",0.0648,0.0559,86.2654320987654,NA,"NM_0_026_3148.lst"
"ETA1",0.0783,0.0423,54.0229885057471,NA,"NM_0_026_3309.lst"
"ETA1",0.0672,0.0577,85.8630952380953,NA,"NM_0_026_3470.lst"
"ETA1",0.0565,0.0308,54.5132743362832,NA,"NM_0_026_3631.lst"
"ETA1",0.0585,0.0472,80.6837606837607,NA,"NM_0_026_3792.lst"
"ETA1",0.0637,0.0262,41.1302982731554,NA,"NM_0_026_3953.lst"
"ETA1",0.0235,0.0143,60.8510638297872,NA,"NM_0_026_411.lst"
"ETA1",0.0659,0.0259,39.3019726858877,NA,"NM_0_026_4114.lst"
"ETA1",0.0641,0.0261,40.7176287051482,NA,"NM_0_026_4275.lst"
"ETA1",0.0774,0.0332,42.8940568475452,NA,"NM_0_026_4436.lst"
"ETA1",0.0781,0.0355,45.4545454545455,NA,"NM_0_026_4597.lst"
"ETA1",0.0666,0.0266,39.9399399399399,NA,"NM_0_026_4758.lst"
"ETA1",0.0184,0.0118,64.1304347826087,NA,"NM_0_026_572.lst"
"ETA1",0.0173,0.0119,68.7861271676301,NA,"NM_0_026_733.lst"
"ETA1",0.0179,0.0119,66.4804469273743,NA,"NM_0_026_894.lst"
"ETA1",0.0398,0.0207,52.0100502512563,NA,"NM_0_027.lst"
"ETA1",0.066,1,1515.15151515152,NA,"NM_0_028.lst"
"ETA2",1,3,300,NA,"NM_0_028.lst"
"ETA1",0.0269,0.0131,48.6988847583643,NA,"NM_0_0292.lst"
"ETA1",0.0268,0.0123,45.8955223880597,NA,"NM_0_0293.lst"
"ETA1",0.0268,0.0123,45.8955223880597,NA,"NM_0_0294.lst"
"ETA1",0.0269,0.0155,57.6208178438662,NA,"NM_0_0295.lst"
"ETA1",0.0267,0.0271,101.498127340824,NA,"NM_0_0296.lst"
"ETA1",0.0269,4.69e-06,0.0174349442379182,NA,"NM_0_0297.lst"
"ETA1",0.0393,0.0177,45.0381679389313,NA,"NM_0_0301.lst"
"ETA1",0.0447,0.0193,43.1767337807606,NA,"NM_0_0302.lst"
"ETA1",0.0438,NA,NA,NA,"NM_0_0303.lst"
"ETA1",0.0393,0.000883,2.24681933842239,NA,"NM_0_0304.lst"
"ETA1",0.0447,0.0214,47.8747203579418,NA,"NM_0_0305.lst"
"ETA1",0.0445,0.00323,7.25842696629213,NA,"NM_0_0306.lst"
"ETA1",0.0392,0.0198,50.5102040816327,NA,"NM_0_031.lst"
"ETA2",0.0148,0.0101,68.2432432432432,NA,"NM_0_031.lst"
"ETA1",0.0274,0.0135,49.2700729927007,NA,"NM_0_031_1056.lst"
"ETA2",0.0209,0.0101,48.3253588516746,NA,"NM_0_031_1056.lst"
"ETA1",0.0307,0.0149,48.5342019543974,NA,"NM_0_031_1217.lst"
"ETA2",0.0172,0.00966,56.1627906976744,NA,"NM_0_031_1217.lst"
"ETA1",0.0273,0.0136,49.8168498168498,NA,"NM_0_031_1378.lst"
"ETA2",0.0216,0.0102,47.2222222222222,NA,"NM_0_031_1378.lst"
"ETA1",0.0296,0.0256,86.4864864864865,NA,"NM_0_031_1539.lst"
"ETA2",0.0186,0.0295,158.602150537634,NA,"NM_0_031_1539.lst"
"ETA1",0.0337,0.0211,62.6112759643917,NA,"NM_0_031_1700.lst"
"ETA2",0.0186,0.0348,187.096774193548,NA,"NM_0_031_1700.lst"
"ETA1",0.0321,0.0157,48.9096573208723,NA,"NM_0_031_1861.lst"
"ETA2",0.0145,0.00854,58.8965517241379,NA,"NM_0_031_1861.lst"
"ETA1",0.0196,0.0157,80.1020408163265,NA,"NM_0_031_2022.lst"
"ETA2",0.00891,0.0101,113.355780022447,NA,"NM_0_031_2022.lst"
"ETA1",0.0172,0.0148,86.046511627907,NA,"NM_0_031_2183.lst"
"ETA2",0.00769,0.0114,148.244473342003,NA,"NM_0_031_2183.lst"
"ETA1",0.0197,0.0157,79.6954314720812,NA,"NM_0_031_2344.lst"
"ETA2",0.00902,0.011,121.951219512195,NA,"NM_0_031_2344.lst"
"ETA1",0.0265,0.0175,66.0377358490566,NA,"NM_0_031_2505.lst"
"ETA2",0.00866,0.0129,148.960739030023,NA,"NM_0_031_2505.lst"
"ETA1",0.0309,0.0195,63.1067961165049,NA,"NM_0_031_251.lst"
"ETA2",0.00854,0.0103,120.608899297424,NA,"NM_0_031_251.lst"
"ETA1",0.0402,0.0299,74.3781094527363,NA,"NM_0_031_2666.lst"
"ETA2",0.0383,0.0541,141.253263707572,NA,"NM_0_031_2666.lst"
"ETA1",0.0187,0.0157,83.9572192513369,NA,"NM_0_031_2827.lst"
"ETA2",0.00933,0.0116,124.33011789925,NA,"NM_0_031_2827.lst"
"ETA1",0.0346,0.023,66.4739884393064,NA,"NM_0_031_2988.lst"
"ETA2",1e-05,0,0,NA,"NM_0_031_2988.lst"
"ETA1",0.0342,NA,NA,NA,"NM_0_031_3149.lst"
"ETA2",1e-05,NA,NA,NA,"NM_0_031_3149.lst"
"ETA1",0.0346,0.023,66.4739884393064,NA,"NM_0_031_3310.lst"
"ETA2",1e-05,0,0,NA,"NM_0_031_3310.lst"
"ETA1",0.0359,0.0201,55.9888579387187,NA,"NM_0_031_3471.lst"
"ETA2",1e-05,0,0,NA,"NM_0_031_3471.lst"
"ETA1",0.0312,0.0144,46.1538461538462,NA,"NM_0_031_3632.lst"
"ETA2",1e-05,0,0,NA,"NM_0_031_3632.lst"
"ETA1",0.0325,0.0188,57.8461538461538,NA,"NM_0_031_3793.lst"
"ETA2",1e-05,0,0,NA,"NM_0_031_3793.lst"
"ETA1",0.0271,0.0103,38.0073800738007,NA,"NM_0_031_3954.lst"
"ETA2",0.0459,0.0162,35.2941176470588,NA,"NM_0_031_3954.lst"
"ETA1",0.0249,0.00862,34.6184738955823,NA,"NM_0_031_4115.lst"
"ETA2",0.0436,0.0165,37.8440366972477,NA,"NM_0_031_4115.lst"
"ETA1",0.0392,0.0199,50.765306122449,NA,"NM_0_031_412.lst"
"ETA2",0.0151,0.0101,66.887417218543,NA,"NM_0_031_412.lst"
"ETA1",0.0273,0.0103,37.7289377289377,NA,"NM_0_031_4276.lst"
"ETA2",0.0459,0.0161,35.0762527233115,NA,"NM_0_031_4276.lst"
"ETA1",0.0257,0.0108,42.0233463035019,NA,"NM_0_031_4437.lst"
"ETA2",0.0435,0.0133,30.5747126436782,NA,"NM_0_031_4437.lst"
"ETA1",0.0278,0.0165,59.3525179856115,NA,"NM_0_031_4598.lst"
"ETA2",0.0239,0.013,54.3933054393305,NA,"NM_0_031_4598.lst"
"ETA1",0.0273,0.00994,36.4102564102564,NA,"NM_0_031_4759.lst"
"ETA2",0.0465,0.0158,33.9784946236559,NA,"NM_0_031_4759.lst"
"ETA1",0.0278,0.0196,70.5035971223022,NA,"NM_0_031_573.lst"
"ETA2",0.00835,0.0117,140.119760479042,NA,"NM_0_031_573.lst"
"ETA1",0.0202,0.00992,49.1089108910891,NA,"NM_0_031_734.lst"
"ETA2",1e-05,0,0,NA,"NM_0_031_734.lst"
"ETA1",0.0371,0.0203,54.7169811320755,NA,"NM_0_031_895.lst"
"ETA2",0.0145,0.0113,77.9310344827586,NA,"NM_0_031_895.lst"
"ETA1",0.0925,0.0389,42.054054054054,NA,"NM_0_0310.lst"
"ETA2",0.0233,0.012,51.5021459227468,NA,"NM_0_0310.lst"
"ETA1",0.0763,0.044,57.6671035386632,NA,"NM_0_0311.lst"
"ETA2",0.0235,0.012,51.063829787234,NA,"NM_0_0311.lst"
"ETA1",0.0769,0.0416,54.0962288686606,NA,"NM_0_0312.lst"
"ETA2",0.0235,0.012,51.063829787234,NA,"NM_0_0312.lst"
"ETA1",0.0932,0.04,42.9184549356223,NA,"NM_0_0313.lst"
"ETA2",0.0234,0.0128,54.7008547008547,NA,"NM_0_0313.lst"
"ETA1",0.0769,0.17,221.066319895969,NA,"NM_0_0314.lst"
"ETA2",0.0235,0.0559,237.872340425532,NA,"NM_0_0314.lst"
"ETA1",0.0775,0.042,54.1935483870968,NA,"NM_0_0315.lst"
"ETA2",0.0235,0.0122,51.9148936170213,NA,"NM_0_0315.lst"
"ETA1",0.0874,0.0379,43.3638443935927,NA,"NM_0_0319.lst"
"ETA2",0.0414,0.0191,46.1352657004831,NA,"NM_0_0319.lst"
"ETA1",0.0378,0.02,52.9100529100529,NA,"NM_0_032.lst"
"ETA2",0.015,0.0119,79.3333333333333,NA,"NM_0_032.lst"
"ETA1",0.0274,0.0133,48.5401459854015,NA,"NM_0_032_1057.lst"
"ETA2",0.0208,0.00993,47.7403846153846,NA,"NM_0_032_1057.lst"
"ETA1",0.0307,0.0157,51.1400651465798,NA,"NM_0_032_1218.lst"
"ETA2",0.0174,0.00997,57.2988505747126,NA,"NM_0_032_1218.lst"
"ETA1",0.0273,0.0133,48.7179487179487,NA,"NM_0_032_1379.lst"
"ETA2",0.0214,0.0101,47.196261682243,NA,"NM_0_032_1379.lst"
"ETA1",0.0315,0.0162,51.4285714285714,NA,"NM_0_032_1540.lst"
"ETA2",0.0164,0.0115,70.1219512195122,NA,"NM_0_032_1540.lst"
"ETA1",0.0275,0.0261,94.9090909090909,NA,"NM_0_032_1701.lst"
"ETA2",0.0345,0.0492,142.608695652174,NA,"NM_0_032_1701.lst"
"ETA1",0.0321,0.0164,51.0903426791277,NA,"NM_0_032_1862.lst"
"ETA2",0.0147,0.00886,60.2721088435374,NA,"NM_0_032_1862.lst"
